game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b,mode,pair
0,expectimax_d3,rule,A,21,15,8.7420502,0.0324504,12,11,12,11,reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d3_rule
0,expectimax_d4,expectimax_d2,A,21,15,88.0291485,1.7790082,13,12,14,13,reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d4_expectimax_d2
0,expectimax_d4,expectimax_d3,B,16,20,88.7401035,11.8254938,11,11,12,12,reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d4_expectimax_d3
0,expectimax_d4,rule,A,21,15,91.4391326,0.0387991,12,11,12,11,reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d4_rule
0,rule,expectimax_d2,A,21,18,0.095992,1.568618,12,11,12,11,reduced_depth_bottleneck_7x7_goal20_r2,rule_expectimax_d2
0,rule,expectimax_d3,B,15,22,0.0467559,8.3997321,11,11,11,11,reduced_depth_bottleneck_7x7_goal20_r2,rule_expectimax_d3
0,rule,expectimax_d4,B,15,22,0.0505569,76.4411675,11,11,11,11,reduced_depth_bottleneck_7x7_goal20_r2,rule_expectimax_d4
0,expectimax_d2,expectimax_d3,A,22,7,1.4409163,8.809929,6,5,6,5,reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d2_expectimax_d3
0,expectimax_d2,expectimax_d4,A,22,7,1.5381463,96.8454279,6,5,6,5,reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d2_expectimax_d4
0,expectimax_d2,rule,A,26,3,1.485277,0.0202882,5,4,5,4,reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d2_rule
0,expectimax_d3,expectimax_d2,A,20,10,9.0432108,1.3450302,6,5,6,5,reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d3_expectimax_d2
0,expectimax_d3,expectimax_d4,A,20,10,9.3294333,81.1639234,6,5,6,5,reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d3_expectimax_d4
0,expectimax_d3,rule,A,26,3,8.388335,0.0220548,5,4,5,4,reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d3_rule
0,expectimax_d4,expectimax_d2,A,20,10,75.9627182,1.3842364,6,5,6,5,reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d4_expectimax_d2
0,expectimax_d4,expectimax_d3,A,20,10,84.7055949,8.0893065,6,5,6,5,reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d4_expectimax_d3
0,expectimax_d4,rule,A,20,6,61.8360605,0.0159203,5,4,5,4,reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d4_rule
0,rule,expectimax_d2,A,22,3,0.047052,1.2426675,6,5,6,5,reduced_depth_inner_ring_center_7x7_goal20_r2,rule_expectimax_d2
0,rule,expectimax_d3,A,22,7,0.0382852,8.6134282,6,5,6,5,reduced_depth_inner_ring_center_7x7_goal20_r2,rule_expectimax_d3
0,rule,expectimax_d4,A,22,7,0.038663,99.6401293,6,5,6,5,reduced_depth_inner_ring_center_7x7_goal20_r2,rule_expectimax_d4
