agent_a,agent_b,game,agent,opponent,seat,score,captures,net_captures,capture_points,control_points,passes,pass_rate,chosen_move1,chosen_move2,chosen_mobilize,chosen_capture,chosen_swap,exposed_move1,exposed_move2,exposed_mobilize,exposed_capture,exposed_swap,game_final_pass_streak,game_deadlocked
mcts,expectimax,16,mcts,expectimax,first,53,9,0,27,26,0,0.000000,17,9,10,9,5,37,18,32,10,11,0,False
mcts,expectimax,16,expectimax,mcts,second,57,10,5,30,27,0,0.000000,12,12,5,10,11,37,22,31,10,16,0,False
mcts,expectimax,17,mcts,expectimax,first,3,1,0,3,0,44,0.880000,2,1,2,1,0,5,1,3,49,1,89,True
mcts,expectimax,17,expectimax,mcts,second,3,1,0,3,0,45,0.900000,2,0,1,1,1,4,1,2,49,1,89,True
mcts,expectimax,18,mcts,expectimax,first,50,6,2,18,32,0,0.000000,13,9,13,6,9,28,27,34,14,22,0,False
mcts,expectimax,18,expectimax,mcts,second,54,13,4,39,15,0,0.000000,14,14,3,13,6,34,28,33,17,17,0,False
mcts,expectimax,19,mcts,expectimax,first,39,7,0,21,18,0,0.000000,11,12,12,7,8,31,33,20,14,15,0,False
mcts,expectimax,19,expectimax,mcts,second,63,11,2,33,30,0,0.000000,17,10,5,11,7,35,34,17,14,13,0,False
mcts,expectimax,20,mcts,expectimax,first,36,5,0,15,21,0,0.000000,8,13,15,5,9,32,33,35,10,14,0,False
mcts,expectimax,20,expectimax,mcts,second,70,14,1,42,28,0,0.000000,18,9,4,14,5,32,34,31,16,14,0,False
mcts,expectimax,21,mcts,expectimax,first,31,3,1,9,22,0,0.000000,12,13,14,3,8,30,23,32,8,15,0,False
mcts,expectimax,21,expectimax,mcts,second,65,16,0,48,17,0,0.000000,17,8,3,16,6,34,21,31,19,14,0,False
mcts,expectimax,22,mcts,expectimax,first,50,7,1,21,29,0,0.000000,13,12,11,7,7,35,31,29,11,18,0,False
mcts,expectimax,22,expectimax,mcts,second,57,12,3,36,21,0,0.000000,15,9,6,12,8,34,30,29,14,18,0,False
mcts,expectimax,23,mcts,expectimax,first,1,0,0,0,1,48,0.960000,0,1,1,0,0,0,1,2,49,1,97,True
mcts,expectimax,23,expectimax,mcts,second,1,0,0,0,1,49,0.980000,0,0,0,0,1,0,0,1,50,1,97,True
mcts,expectimax,24,mcts,expectimax,first,0,0,0,0,0,49,0.980000,0,0,1,0,0,0,0,1,49,50,98,True
mcts,expectimax,24,expectimax,mcts,second,0,0,0,0,0,49,0.980000,0,0,1,0,0,0,0,1,49,50,98,True
mcts,expectimax,25,mcts,expectimax,first,56,9,3,27,29,0,0.000000,12,9,13,9,7,38,33,26,15,11,0,False
mcts,expectimax,25,expectimax,mcts,second,52,11,1,33,19,0,0.000000,13,14,4,11,8,35,35,25,12,12,0,False
mcts,expectimax,26,mcts,expectimax,first,56,9,1,27,29,0,0.000000,8,11,15,9,7,37,28,25,12,18,0,False
mcts,expectimax,26,expectimax,mcts,second,48,10,1,30,18,0,0.000000,19,11,3,10,7,37,31,22,11,16,0,False
mcts,expectimax,27,mcts,expectimax,first,55,9,1,27,28,0,0.000000,10,12,11,9,8,36,26,32,17,21,0,False
mcts,expectimax,27,expectimax,mcts,second,53,11,2,33,20,0,0.000000,17,9,5,11,8,37,24,31,16,22,0,False
mcts,expectimax,28,mcts,expectimax,first,37,5,2,15,22,0,0.000000,12,11,13,5,9,31,28,27,12,21,0,False
mcts,expectimax,28,expectimax,mcts,second,57,13,1,39,18,1,0.020000,15,12,3,13,6,31,29,21,19,17,0,False
mcts,expectimax,29,mcts,expectimax,first,47,9,4,27,20,0,0.000000,8,11,14,9,8,32,32,32,15,12,0,False
mcts,expectimax,29,expectimax,mcts,second,49,9,1,27,22,0,0.000000,19,11,3,9,8,34,32,27,17,14,0,False
mcts,greedy,0,mcts,greedy,first,51,5,0,15,36,0,0.000000,15,11,10,5,9,44,16,32,10,12,0,False
mcts,greedy,0,greedy,mcts,second,47,13,2,39,8,0,0.000000,13,11,7,13,6,41,16,29,14,12,0,False
mcts,greedy,1,mcts,greedy,first,65,9,1,27,38,0,0.000000,16,7,12,9,6,40,19,29,16,12,0,False
mcts,greedy,1,greedy,mcts,second,36,10,5,30,6,0,0.000000,14,13,4,10,9,40,23,27,13,12,0,False
mcts,greedy,2,mcts,greedy,first,65,12,1,36,29,0,0.000000,15,6,12,12,5,36,13,34,18,16,0,False
mcts,greedy,2,greedy,mcts,second,32,7,2,21,11,0,0.000000,13,17,6,7,7,42,20,35,11,17,0,False
mcts,greedy,3,mcts,greedy,first,54,6,0,18,36,0,0.000000,16,10,9,6,9,46,21,18,11,17,0,False
mcts,greedy,3,greedy,mcts,second,48,14,2,42,6,0,0.000000,10,12,7,14,7,43,23,21,15,16,0,False
mcts,greedy,4,mcts,greedy,first,52,6,1,18,34,0,0.000000,18,9,8,6,9,34,16,26,11,31,0,False
mcts,greedy,4,greedy,mcts,second,50,14,4,42,8,0,0.000000,10,13,9,14,4,34,17,25,17,27,0,False
mcts,greedy,5,mcts,greedy,first,69,10,3,30,39,0,0.000000,13,9,10,10,8,40,17,30,10,14,0,False
mcts,greedy,5,greedy,mcts,second,23,7,1,21,2,0,0.000000,17,13,7,7,6,40,17,31,11,14,0,False
mcts,greedy,6,mcts,greedy,first,43,6,0,18,25,15,0.300000,6,8,10,6,5,30,13,16,23,12,31,True
mcts,greedy,6,greedy,mcts,second,21,6,2,18,3,16,0.320000,12,8,3,6,5,29,11,12,25,12,31,True
mcts,greedy,7,mcts,greedy,first,53,7,1,21,32,0,0.000000,18,6,10,7,9,36,17,30,16,21,0,False
mcts,greedy,7,greedy,mcts,second,47,11,2,33,14,0,0.000000,11,14,8,11,6,36,24,29,15,19,0,False
mcts,greedy,8,mcts,greedy,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
mcts,greedy,8,greedy,mcts,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
mcts,greedy,9,mcts,greedy,first,53,5,1,15,38,0,0.000000,13,11,11,5,10,34,25,34,12,15,0,False
mcts,greedy,9,greedy,mcts,second,53,15,2,45,8,0,0.000000,14,11,6,15,4,31,27,32,19,9,0,False
mcts,greedy,10,mcts,greedy,first,68,12,0,36,32,0,0.000000,11,8,9,12,10,43,15,27,13,19,0,False
mcts,greedy,10,greedy,mcts,second,40,8,1,24,16,0,0.000000,16,14,6,8,6,46,20,28,12,14,0,False
mcts,greedy,11,mcts,greedy,first,66,10,1,30,36,0,0.000000,16,8,6,10,10,36,20,25,14,19,0,False
mcts,greedy,11,greedy,mcts,second,36,9,1,27,9,0,0.000000,14,13,11,9,3,39,21,28,9,16,0,False
mcts,greedy,12,mcts,greedy,first,56,9,3,27,29,0,0.000000,13,8,12,9,8,37,18,30,14,21,0,False
mcts,greedy,12,greedy,mcts,second,35,10,2,30,5,0,0.000000,15,13,4,10,8,42,17,24,14,21,0,False
mcts,greedy,13,mcts,greedy,first,49,7,0,21,28,0,0.000000,13,12,10,7,8,31,19,34,13,12,0,False
mcts,greedy,13,greedy,mcts,second,53,11,4,33,20,0,0.000000,17,7,7,11,8,32,18,35,13,16,0,False
mcts,greedy,14,mcts,greedy,first,51,6,0,18,33,0,0.000000,17,7,11,6,9,40,15,25,15,20,0,False
mcts,greedy,14,greedy,mcts,second,38,12,1,36,2,0,0.000000,12,15,5,12,6,39,21,22,19,19,0,False
mcts,greedy,15,mcts,greedy,first,76,10,1,30,46,0,0.000000,10,10,12,10,8,43,13,32,15,13,0,False
mcts,greedy,15,greedy,mcts,second,34,10,0,30,4,0,0.000000,17,12,4,10,7,44,15,29,16,12,0,False
mcts,greedy,16,mcts,greedy,first,64,7,0,21,43,0,0.000000,16,6,12,7,9,43,16,30,9,16,0,False
mcts,greedy,16,greedy,mcts,second,34,10,1,30,4,0,0.000000,13,15,6,10,6,42,21,29,14,18,0,False
mcts,greedy,17,mcts,greedy,first,50,5,0,15,35,0,0.000000,16,8,12,5,9,41,15,23,10,18,0,False
mcts,greedy,17,greedy,mcts,second,53,14,4,42,11,0,0.000000,11,13,5,14,7,42,16,21,15,16,0,False
mcts,greedy,18,mcts,greedy,first,55,6,0,18,37,0,0.000000,12,10,14,6,8,39,24,28,13,18,0,False
mcts,greedy,18,greedy,mcts,second,43,12,2,36,7,0,0.000000,14,12,5,12,7,42,23,24,16,16,0,False
mcts,greedy,19,mcts,greedy,first,64,7,0,21,43,0,0.000000,13,9,16,7,5,42,19,31,16,11,0,False
mcts,greedy,19,greedy,mcts,second,34,11,1,33,1,0,0.000000,14,13,4,11,8,42,21,28,14,13,0,False
mcts,greedy,20,mcts,greedy,first,77,11,0,33,44,0,0.000000,14,7,11,11,7,40,18,27,12,18,0,False
mcts,greedy,20,greedy,mcts,second,25,8,0,24,1,0,0.000000,13,14,8,8,7,43,21,26,9,19,0,False
mcts,greedy,21,mcts,greedy,first,53,9,0,27,26,0,0.000000,9,13,10,9,9,34,26,21,16,22,0,False
mcts,greedy,21,greedy,mcts,second,49,9,0,27,22,0,0.000000,17,11,6,9,7,38,22,18,18,20,0,False
mcts,greedy,22,mcts,greedy,first,64,8,2,24,40,0,0.000000,16,10,9,8,7,39,26,23,10,13,0,False
mcts,greedy,22,greedy,mcts,second,36,11,1,33,3,0,0.000000,11,13,7,11,8,39,29,21,14,13,0,False
mcts,greedy,23,mcts,greedy,first,78,11,1,33,45,0,0.000000,11,10,11,11,7,44,16,28,14,17,0,False
mcts,greedy,23,greedy,mcts,second,24,7,1,21,3,0,0.000000,18,12,6,7,7,41,17,24,12,19,0,False
mcts,greedy,24,mcts,greedy,first,68,8,0,24,44,0,0.000000,16,10,7,8,9,39,16,25,14,20,0,False
mcts,greedy,24,greedy,mcts,second,34,10,0,30,4,0,0.000000,12,14,10,10,4,35,20,28,14,19,0,False
mcts,greedy,25,mcts,greedy,first,71,9,3,27,44,0,0.000000,15,9,9,9,8,47,17,21,12,13,0,False
mcts,greedy,25,greedy,mcts,second,30,8,0,24,6,0,0.000000,12,15,8,8,7,46,19,27,8,10,0,False
mcts,greedy,26,mcts,greedy,first,66,8,1,24,42,0,0.000000,16,5,14,8,7,37,22,32,11,16,0,False
mcts,greedy,26,greedy,mcts,second,40,11,1,33,7,0,0.000000,11,17,2,11,9,34,30,29,12,20,0,False
mcts,greedy,27,mcts,greedy,first,73,12,0,36,37,0,0.000000,12,7,13,12,6,34,18,30,17,15,0,False
mcts,greedy,27,greedy,mcts,second,24,7,2,21,3,0,0.000000,19,14,4,7,6,37,22,30,13,17,0,False
mcts,greedy,28,mcts,greedy,first,71,11,0,33,38,0,0.000000,10,11,8,11,10,42,19,20,13,23,0,False
mcts,greedy,28,greedy,mcts,second,31,8,2,24,7,0,0.000000,16,10,10,8,6,40,17,24,9,20,0,False
mcts,greedy,29,mcts,greedy,first,42,6,2,18,24,0,0.000000,13,13,8,6,10,31,24,33,13,14,0,False
mcts,greedy,29,greedy,mcts,second,53,12,1,36,17,0,0.000000,17,9,7,12,5,34,24,32,19,9,0,False
mcts,mcts,0,mcts,mcts,first,4,0,0,0,4,46,0.920000,2,1,1,0,0,4,1,3,47,0,92,True
mcts,mcts,0,mcts,mcts,second,0,0,0,0,0,46,0.920000,2,0,2,0,0,3,0,4,48,0,92,True
mcts,mcts,1,mcts,mcts,first,65,12,1,36,29,0,0.000000,12,10,8,12,8,39,21,21,23,14,0,False
mcts,mcts,1,mcts,mcts,second,39,7,1,21,18,0,0.000000,14,13,10,7,6,39,24,24,16,13,0,False
mcts,mcts,2,mcts,mcts,first,61,10,2,30,31,0,0.000000,12,12,11,10,5,43,18,25,23,13,0,False
mcts,mcts,2,mcts,mcts,second,45,9,1,27,18,0,0.000000,14,10,7,9,10,41,23,24,20,14,0,False
mcts,mcts,3,mcts,mcts,first,38,7,1,21,17,1,0.020000,16,10,10,7,6,42,18,14,28,10,0,False
mcts,mcts,3,mcts,mcts,second,59,10,4,30,29,0,0.000000,9,14,8,10,9,39,22,13,25,12,0,False
mcts,mcts,4,mcts,mcts,first,2,0,0,0,2,46,0.920000,0,2,2,0,0,1,2,3,47,3,92,True
mcts,mcts,4,mcts,mcts,second,0,0,0,0,0,46,0.920000,1,0,2,0,1,1,1,3,47,4,92,True
mcts,mcts,5,mcts,mcts,first,25,3,1,9,16,31,0.620000,4,5,3,3,4,15,9,10,36,8,62,True
mcts,mcts,5,mcts,mcts,second,10,2,0,6,4,31,0.620000,7,2,5,2,3,16,6,10,36,5,62,True
mcts,mcts,6,mcts,mcts,first,9,2,0,6,3,31,0.620000,4,7,4,2,2,16,10,8,38,5,62,True
mcts,mcts,6,mcts,mcts,second,25,3,0,9,16,31,0.620000,7,2,3,3,4,15,6,6,39,6,62,True
mcts,mcts,7,mcts,mcts,first,15,3,2,9,6,32,0.640000,5,4,3,3,3,14,5,9,43,3,65,True
mcts,mcts,7,mcts,mcts,second,17,2,0,6,11,33,0.660000,5,4,4,2,2,14,7,9,42,3,65,True
mcts,mcts,8,mcts,mcts,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
mcts,mcts,8,mcts,mcts,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
mcts,mcts,9,mcts,mcts,first,50,8,5,24,26,0,0.000000,17,8,9,8,8,42,19,17,26,14,0,False
mcts,mcts,9,mcts,mcts,second,51,11,2,33,18,0,0.000000,10,14,10,11,5,41,23,22,25,12,0,False
mcts,mcts,10,mcts,mcts,first,2,0,0,0,2,46,0.920000,1,2,0,0,1,2,3,0,48,2,92,True
mcts,mcts,10,mcts,mcts,second,3,1,0,3,0,46,0.920000,2,1,0,1,0,3,2,0,49,1,92,True
mcts,mcts,11,mcts,mcts,first,4,1,0,3,1,42,0.840000,2,4,1,1,0,2,4,1,48,3,83,True
mcts,mcts,11,mcts,mcts,second,3,1,1,3,0,42,0.840000,4,2,0,1,1,4,2,0,48,3,83,True
mcts,mcts,12,mcts,mcts,first,2,0,0,0,2,46,0.920000,2,1,1,0,0,2,1,1,50,0,93,True
mcts,mcts,12,mcts,mcts,second,0,0,0,0,0,47,0.940000,3,0,0,0,0,3,0,0,50,0,93,True
mcts,mcts,13,mcts,mcts,first,1,0,0,0,1,40,0.800000,5,0,4,0,1,9,3,8,44,1,80,True
mcts,mcts,13,mcts,mcts,second,8,1,0,3,5,40,0.800000,2,4,1,1,2,8,5,6,45,2,80,True
mcts,mcts,14,mcts,mcts,first,15,2,0,6,9,34,0.680000,5,2,3,2,4,13,3,8,39,9,69,True
mcts,mcts,14,mcts,mcts,second,13,4,2,12,1,35,0.700000,3,4,4,4,0,12,5,7,41,6,69,True
mcts,mcts,15,mcts,mcts,first,59,8,1,24,35,3,0.060000,13,10,9,8,7,40,18,23,22,18,6,False
mcts,mcts,15,mcts,mcts,second,35,7,2,21,14,3,0.060000,12,12,9,7,7,39,19,23,19,19,6,False
mcts,mcts,16,mcts,mcts,first,9,1,0,3,6,41,0.820000,3,2,2,1,1,8,2,4,47,2,83,True
mcts,mcts,16,mcts,mcts,second,7,1,0,3,4,42,0.840000,3,1,1,1,2,7,1,3,47,3,83,True
mcts,mcts,17,mcts,mcts,first,47,8,5,24,23,0,0.000000,11,11,12,8,8,36,20,26,19,12,0,False
mcts,mcts,17,mcts,mcts,second,59,10,1,30,29,2,0.040000,14,12,5,10,7,38,23,21,24,12,0,False
mcts,mcts,18,mcts,mcts,first,52,8,2,24,28,0,0.000000,13,11,10,8,8,34,19,25,17,13,0,False
mcts,mcts,18,mcts,mcts,second,50,9,0,27,23,0,0.000000,16,10,7,9,8,37,18,23,21,13,0,False
mcts,mcts,19,mcts,mcts,first,1,0,0,0,1,47,0.940000,2,0,1,0,0,2,0,1,50,0,94,True
mcts,mcts,19,mcts,mcts,second,0,0,0,0,0,47,0.940000,1,1,1,0,0,1,1,1,50,0,94,True
mcts,mcts,20,mcts,mcts,first,49,10,1,30,19,0,0.000000,9,13,11,10,7,40,24,21,17,22,0,False
mcts,mcts,20,mcts,mcts,second,49,8,0,24,25,0,0.000000,19,9,6,8,8,41,23,21,15,20,0,False
mcts,mcts,21,mcts,mcts,first,7,0,0,0,7,41,0.820000,2,2,3,0,2,2,3,4,50,2,83,True
mcts,mcts,21,mcts,mcts,second,1,0,0,0,1,42,0.840000,4,2,1,0,1,5,2,3,50,1,83,True
mcts,mcts,22,mcts,mcts,first,50,9,1,27,23,9,0.180000,6,10,12,9,4,33,22,19,25,20,18,True
mcts,mcts,22,mcts,mcts,second,31,7,2,21,10,9,0.180000,15,9,4,7,6,34,21,13,25,19,18,True
mcts,mcts,23,mcts,mcts,first,67,13,4,39,28,0,0.000000,8,14,9,13,6,43,26,17,20,11,0,False
mcts,mcts,23,mcts,mcts,second,44,6,1,18,26,0,0.000000,16,8,10,6,10,44,22,18,14,15,0,False
mcts,mcts,24,mcts,mcts,first,41,6,0,18,23,0,0.000000,14,14,8,6,8,39,22,27,15,22,0,False
mcts,mcts,24,mcts,mcts,second,52,10,1,30,22,0,0.000000,15,8,10,10,7,38,18,28,18,19,0,False
mcts,mcts,25,mcts,mcts,first,0,0,0,0,0,48,0.960000,1,1,0,0,0,2,1,0,0,50,96,True
mcts,mcts,25,mcts,mcts,second,0,0,0,0,0,48,0.960000,2,0,0,0,0,2,0,0,0,50,96,True
mcts,mcts,26,mcts,mcts,first,15,2,0,6,9,36,0.720000,4,4,3,2,1,13,6,4,42,4,73,True
mcts,mcts,26,mcts,mcts,second,11,2,1,6,5,37,0.740000,4,2,2,2,3,12,6,2,42,4,73,True
mcts,mcts,27,mcts,mcts,first,43,9,0,27,16,0,0.000000,17,11,7,9,6,37,24,22,17,14,0,False
mcts,mcts,27,mcts,mcts,second,63,9,0,27,36,0,0.000000,10,11,11,9,9,37,27,24,15,17,0,False
mcts,mcts,28,mcts,mcts,first,14,3,0,9,5,35,0.700000,1,5,5,3,1,12,9,6,41,5,71,True
mcts,mcts,28,mcts,mcts,second,12,2,0,6,6,36,0.720000,7,2,0,2,3,13,5,3,40,6,71,True
mcts,mcts,29,mcts,mcts,first,3,1,1,3,0,48,0.960000,0,1,0,1,0,1,1,0,50,0,96,True
mcts,mcts,29,mcts,mcts,second,0,0,0,0,0,48,0.960000,2,0,0,0,0,2,0,0,50,0,96,True
mcts,minimax,0,mcts,minimax,first,50,6,0,18,32,0,0.000000,13,8,15,6,8,35,25,32,11,11,0,False
mcts,minimax,0,minimax,mcts,second,55,13,3,39,16,0,0.000000,15,14,2,13,6,37,25,28,16,10,0,False
mcts,minimax,1,mcts,minimax,first,45,7,0,21,24,0,0.000000,10,13,13,7,7,35,22,32,15,15,0,False
mcts,minimax,1,minimax,mcts,second,58,13,2,39,19,0,0.000000,19,8,3,13,7,37,26,31,18,15,0,False
mcts,minimax,2,mcts,minimax,first,30,4,0,12,18,0,0.000000,12,15,13,4,6,24,21,38,15,15,0,False
mcts,minimax,2,minimax,mcts,second,71,14,2,42,29,0,0.000000,17,7,4,14,8,28,23,38,16,15,0,False
mcts,minimax,3,mcts,minimax,first,50,9,3,27,23,0,0.000000,6,14,13,9,8,34,27,30,19,17,0,False
mcts,minimax,3,minimax,mcts,second,53,11,2,33,20,0,0.000000,22,7,3,11,7,38,22,31,15,16,0,False
mcts,minimax,4,mcts,minimax,first,38,7,0,21,17,0,0.000000,12,13,11,7,7,33,18,35,12,12,0,False
mcts,minimax,4,minimax,mcts,second,60,11,1,33,27,0,0.000000,15,10,5,11,9,36,21,34,15,14,0,False
mcts,minimax,5,mcts,minimax,first,60,9,2,27,33,0,0.000000,8,12,13,9,8,35,23,35,14,13,0,False
mcts,minimax,5,minimax,mcts,second,35,6,2,18,17,0,0.000000,22,10,6,6,6,36,19,32,14,10,0,False
mcts,minimax,6,mcts,minimax,first,21,3,0,9,12,32,0.640000,2,4,7,3,2,12,13,12,37,4,64,True
mcts,minimax,6,minimax,mcts,second,12,2,0,6,6,32,0.640000,8,4,0,2,4,12,13,7,37,5,64,True
mcts,minimax,7,mcts,minimax,first,39,5,0,15,24,0,0.000000,14,12,12,5,7,39,25,24,16,17,0,False
mcts,minimax,7,minimax,mcts,second,61,14,3,42,19,0,0.000000,15,10,4,14,7,37,26,18,22,17,0,False
mcts,minimax,8,mcts,minimax,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
mcts,minimax,8,minimax,mcts,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
mcts,minimax,9,mcts,minimax,first,44,6,0,18,26,0,0.000000,14,11,9,6,10,33,19,40,13,13,0,False
mcts,minimax,9,minimax,mcts,second,58,13,4,39,19,0,0.000000,13,12,7,13,5,28,21,40,15,10,0,False
mcts,minimax,10,mcts,minimax,first,54,10,3,30,24,0,0.000000,10,13,7,10,10,38,21,29,19,13,0,False
mcts,minimax,10,minimax,mcts,second,54,10,1,30,24,0,0.000000,17,7,10,10,6,41,20,28,17,12,0,False
mcts,minimax,11,mcts,minimax,first,57,9,0,27,30,0,0.000000,14,12,8,9,7,40,23,29,16,12,0,False
mcts,minimax,11,minimax,mcts,second,49,11,2,33,16,0,0.000000,14,10,8,11,7,38,22,30,15,15,0,False
mcts,minimax,12,mcts,minimax,first,50,9,3,27,23,0,0.000000,11,11,11,9,8,32,26,25,17,18,0,False
mcts,minimax,12,minimax,mcts,second,51,9,3,27,24,0,0.000000,19,11,4,9,7,38,26,22,15,20,0,False
mcts,minimax,13,mcts,minimax,first,37,6,0,18,19,0,0.000000,13,14,10,6,7,41,19,31,17,10,0,False
mcts,minimax,13,minimax,mcts,second,66,12,2,36,30,0,0.000000,17,6,6,12,9,42,12,31,17,14,0,False
mcts,minimax,14,mcts,minimax,first,51,9,1,27,24,0,0.000000,9,13,12,9,7,33,23,31,14,14,0,False
mcts,minimax,14,minimax,mcts,second,57,11,4,33,24,0,0.000000,16,11,5,11,7,36,26,28,13,12,0,False
mcts,minimax,15,mcts,minimax,first,17,3,1,9,8,24,0.480000,6,8,5,3,4,14,12,15,35,5,49,True
mcts,minimax,15,minimax,mcts,second,32,4,1,12,20,25,0.500000,9,4,4,4,4,18,12,15,32,8,49,True
mcts,minimax,16,mcts,minimax,first,40,8,0,24,16,0,0.000000,16,10,10,8,6,34,16,30,12,15,0,False
mcts,minimax,16,minimax,mcts,second,61,11,5,33,28,0,0.000000,15,11,5,11,8,32,18,28,15,20,0,False
mcts,minimax,17,mcts,minimax,first,49,9,1,27,22,0,0.000000,11,14,8,9,8,37,21,29,15,16,0,False
mcts,minimax,17,minimax,mcts,second,55,10,3,30,25,0,0.000000,17,7,10,10,6,38,17,29,16,16,0,False
mcts,minimax,18,mcts,minimax,first,48,8,2,24,24,0,0.000000,13,10,13,8,6,35,27,31,13,20,0,False
mcts,minimax,18,minimax,mcts,second,53,11,2,33,20,0,0.000000,15,11,4,11,9,35,26,27,13,18,0,False
mcts,minimax,19,mcts,minimax,first,36,5,0,15,21,0,0.000000,13,12,11,5,9,31,25,27,21,15,0,False
mcts,minimax,19,minimax,mcts,second,68,14,2,42,26,0,0.000000,16,8,6,14,6,33,23,28,23,12,0,False
mcts,minimax,20,mcts,minimax,first,49,7,0,21,28,0,0.000000,12,9,16,7,6,35,21,32,20,10,0,False
mcts,minimax,20,minimax,mcts,second,46,10,2,30,16,0,0.000000,18,12,1,10,9,34,21,30,17,12,0,False
mcts,minimax,21,mcts,minimax,first,35,5,0,15,20,0,0.000000,14,13,12,5,6,34,25,31,12,16,0,False
mcts,minimax,21,minimax,mcts,second,63,15,1,45,18,0,0.000000,14,7,6,15,8,36,27,32,18,15,0,False
mcts,minimax,22,mcts,minimax,first,53,9,1,27,26,0,0.000000,10,11,13,9,7,35,27,22,14,13,0,False
mcts,minimax,22,minimax,mcts,second,50,9,3,27,23,0,0.000000,19,12,3,9,7,38,30,17,14,13,0,False
mcts,minimax,23,mcts,minimax,first,1,0,0,0,1,48,0.960000,0,1,1,0,0,0,1,2,49,1,97,True
mcts,minimax,23,minimax,mcts,second,1,0,0,0,1,49,0.980000,0,0,0,0,1,0,0,1,50,1,97,True
mcts,minimax,24,mcts,minimax,first,0,0,0,0,0,49,0.980000,0,0,1,0,0,0,0,1,49,50,98,True
mcts,minimax,24,minimax,mcts,second,0,0,0,0,0,49,0.980000,0,0,1,0,0,0,0,1,49,50,98,True
mcts,minimax,25,mcts,minimax,first,47,6,1,18,29,0,0.000000,10,13,12,6,9,38,27,26,13,18,0,False
mcts,minimax,25,minimax,mcts,second,54,11,0,33,21,0,0.000000,18,8,6,11,7,42,25,25,13,14,0,False
mcts,minimax,26,mcts,minimax,first,35,5,1,15,20,0,0.000000,15,12,10,5,8,36,26,33,14,14,0,False
mcts,minimax,26,minimax,mcts,second,70,13,4,39,31,0,0.000000,15,9,6,13,7,37,24,31,17,16,0,False
mcts,minimax,27,mcts,minimax,first,58,9,0,27,31,0,0.000000,11,11,13,9,6,38,19,33,16,11,0,False
mcts,minimax,27,minimax,mcts,second,50,10,4,30,20,0,0.000000,17,12,3,10,8,39,19,34,12,10,0,False
mcts,minimax,28,mcts,minimax,first,50,8,1,24,26,0,0.000000,11,12,12,8,7,34,24,27,18,17,0,False
mcts,minimax,28,minimax,mcts,second,54,11,2,33,21,0,0.000000,18,10,4,11,7,36,22,27,17,17,0,False
mcts,minimax,29,mcts,minimax,first,44,8,5,24,20,0,0.000000,13,9,12,8,8,34,26,27,16,13,0,False
mcts,minimax,29,minimax,mcts,second,62,12,2,36,26,0,0.000000,13,13,4,12,8,36,28,26,19,12,0,False
mcts,random,0,mcts,random,first,8,1,0,3,5,44,0.880000,3,1,1,1,0,6,1,2,47,0,88,True
mcts,random,0,random,mcts,second,2,0,0,0,2,44,0.880000,3,0,2,0,1,5,0,3,48,1,88,True
mcts,random,1,mcts,random,first,65,12,4,36,29,16,0.320000,5,6,6,12,5,24,13,17,34,16,32,True
mcts,random,1,random,mcts,second,0,0,0,0,0,16,0.320000,14,8,8,0,4,27,16,16,30,14,32,True
mcts,random,2,mcts,random,first,80,13,3,39,41,0,0.000000,8,13,8,13,8,35,23,15,33,17,0,False
mcts,random,2,random,mcts,second,8,2,0,6,2,1,0.020000,19,10,11,2,7,35,19,16,33,15,0,False
mcts,random,3,mcts,random,first,61,13,2,39,22,7,0.140000,8,10,8,13,4,31,15,16,30,15,14,True
mcts,random,3,random,mcts,second,12,1,0,3,9,7,0.140000,16,9,8,1,9,32,16,14,29,17,14,True
mcts,random,4,mcts,random,first,85,17,2,51,34,0,0.000000,9,8,8,17,8,37,20,18,25,22,0,False
mcts,random,4,random,mcts,second,8,1,0,3,5,0,0.000000,16,16,10,1,7,35,20,15,23,22,0,False
mcts,random,5,mcts,random,first,52,8,2,24,28,12,0.240000,9,9,8,8,4,31,13,13,24,20,24,True
mcts,random,5,random,mcts,second,9,1,1,3,6,13,0.260000,14,9,7,1,6,32,12,15,20,20,24,True
mcts,random,6,mcts,random,first,6,2,0,6,0,43,0.860000,2,2,1,2,0,2,3,1,50,3,87,True
mcts,random,6,random,mcts,second,0,0,0,0,0,44,0.880000,2,1,2,0,1,2,1,2,50,4,87,True
mcts,random,7,mcts,random,first,91,16,3,48,43,0,0.000000,9,8,6,16,11,40,13,15,25,23,0,False
mcts,random,7,random,mcts,second,11,3,0,9,2,0,0.000000,16,15,11,3,5,43,17,18,21,18,0,False
mcts,random,8,mcts,random,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
mcts,random,8,random,mcts,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
mcts,random,9,mcts,random,first,72,16,7,48,24,0,0.000000,13,9,7,16,5,32,18,10,33,25,0,False
