agent_a,agent_b,game,agent,opponent,seat,score,captures,net_captures,capture_points,control_points,passes,pass_rate,chosen_move1,chosen_move2,chosen_mobilize,chosen_capture,chosen_swap,exposed_move1,exposed_move2,exposed_mobilize,exposed_capture,exposed_swap,game_final_pass_streak,game_deadlocked
mcts,rule,0,rule,mcts,second,72,16,1,48,24,0,0.000000,16,9,5,16,4,42,17,29,17,8,0,False
mcts,rule,1,mcts,rule,first,54,9,1,27,27,0,0.000000,12,12,10,9,7,37,28,26,16,15,0,False
mcts,rule,1,rule,mcts,second,56,10,0,30,26,0,0.000000,14,9,8,10,9,37,29,25,13,15,0,False
mcts,rule,2,mcts,rule,first,46,6,2,18,28,0,0.000000,12,12,10,6,10,44,22,29,10,12,0,False
mcts,rule,2,rule,mcts,second,68,14,1,42,26,0,0.000000,15,10,6,14,5,42,20,27,16,11,0,False
mcts,rule,3,mcts,rule,first,61,8,2,24,37,0,0.000000,12,11,8,8,11,47,29,15,15,15,0,False
mcts,rule,3,rule,mcts,second,45,10,0,30,15,0,0.000000,15,11,9,10,5,49,28,16,16,12,0,False
mcts,rule,4,mcts,rule,first,45,9,2,27,18,0,0.000000,10,11,11,9,9,39,23,24,14,15,0,False
mcts,rule,4,rule,mcts,second,63,11,3,33,30,0,0.000000,18,10,4,11,7,43,28,22,14,16,0,False
mcts,rule,5,mcts,rule,first,44,6,2,18,26,0,0.000000,14,12,10,6,8,34,22,38,16,14,0,False
mcts,rule,5,rule,mcts,second,63,11,1,33,30,0,0.000000,16,9,6,11,8,35,20,39,16,14,0,False
mcts,rule,6,mcts,rule,first,58,10,2,30,28,0,0.000000,11,9,13,10,7,45,21,30,17,11,0,False
mcts,rule,6,rule,mcts,second,50,8,1,24,26,0,0.000000,16,15,3,8,8,44,21,28,16,14,0,False
mcts,rule,7,mcts,rule,first,48,6,1,18,30,0,0.000000,16,9,10,6,9,40,24,28,12,13,0,False
mcts,rule,7,rule,mcts,second,62,13,5,39,23,0,0.000000,12,10,8,13,7,39,25,27,17,14,0,False
mcts,rule,8,mcts,rule,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
mcts,rule,8,rule,mcts,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
mcts,rule,9,mcts,rule,first,43,7,0,21,22,0,0.000000,20,10,5,7,8,41,27,15,13,15,0,False
mcts,rule,9,rule,mcts,second,63,10,2,30,33,0,0.000000,8,11,14,10,7,38,30,23,16,11,0,False
mcts,rule,10,mcts,rule,first,64,10,1,30,34,0,0.000000,12,9,10,10,9,34,22,36,12,11,0,False
mcts,rule,10,rule,mcts,second,48,9,0,27,21,0,0.000000,16,14,5,9,6,39,24,37,13,9,0,False
mcts,rule,11,mcts,rule,first,42,7,1,21,21,0,0.000000,14,11,12,7,6,42,20,20,9,12,0,False
mcts,rule,11,rule,mcts,second,68,12,1,36,32,0,0.000000,11,12,5,12,10,45,16,18,14,13,0,False
mcts,rule,12,mcts,rule,first,52,10,4,30,22,0,0.000000,12,8,13,10,7,31,24,33,16,14,0,False
mcts,rule,12,rule,mcts,second,59,9,0,27,32,0,0.000000,16,14,2,9,9,35,25,27,17,14,0,False
mcts,rule,13,mcts,rule,first,52,9,0,27,25,0,0.000000,13,8,11,9,9,36,27,27,19,16,0,False
mcts,rule,13,rule,mcts,second,51,8,0,24,27,0,0.000000,15,14,7,8,6,38,29,25,19,13,0,False
mcts,rule,14,mcts,rule,first,15,2,1,6,9,35,0.700000,3,3,4,2,3,14,7,4,39,4,70,True
mcts,rule,14,rule,mcts,second,16,3,0,9,7,35,0.700000,6,4,1,3,1,15,9,1,41,2,70,True
mcts,rule,15,mcts,rule,first,38,6,0,18,20,0,0.000000,15,12,8,6,9,41,18,29,12,12,0,False
mcts,rule,15,rule,mcts,second,69,12,3,36,33,0,0.000000,12,11,9,12,6,39,20,28,16,12,0,False
mcts,rule,16,mcts,rule,first,45,11,1,33,12,0,0.000000,11,10,11,11,7,45,24,25,12,9,0,False
mcts,rule,16,rule,mcts,second,64,7,2,21,43,0,0.000000,17,10,7,7,9,48,25,25,8,14,0,False
mcts,rule,17,mcts,rule,first,46,7,1,21,25,0,0.000000,9,10,13,7,11,38,22,27,16,12,0,False
mcts,rule,17,rule,mcts,second,63,11,2,33,30,0,0.000000,18,12,4,11,5,42,26,22,17,9,0,False
mcts,rule,18,mcts,rule,first,41,4,0,12,29,0,0.000000,14,9,13,4,10,41,18,29,12,16,0,False
mcts,rule,18,rule,mcts,second,63,13,1,39,24,0,0.000000,13,15,5,13,4,42,23,23,18,9,0,False
mcts,rule,19,mcts,rule,first,57,10,4,30,27,0,0.000000,13,9,10,10,8,39,24,29,16,11,0,False
mcts,rule,19,rule,mcts,second,54,9,3,27,27,0,0.000000,12,13,8,9,8,40,28,29,12,9,0,False
mcts,rule,20,mcts,rule,first,66,9,0,27,39,0,0.000000,12,10,13,9,6,38,23,32,14,10,0,False
mcts,rule,20,rule,mcts,second,42,9,1,27,15,0,0.000000,16,11,5,9,9,40,20,29,10,12,0,False
mcts,rule,21,mcts,rule,first,41,7,0,21,20,0,0.000000,14,12,6,7,11,36,21,30,13,14,0,False
mcts,rule,21,rule,mcts,second,64,12,2,36,28,0,0.000000,13,12,11,12,2,38,21,27,17,9,0,False
mcts,rule,22,mcts,rule,first,65,10,0,30,35,0,0.000000,12,10,9,10,9,42,19,27,14,15,0,False
mcts,rule,22,rule,mcts,second,46,9,1,27,19,0,0.000000,15,12,8,9,6,41,22,27,11,12,0,False
mcts,rule,23,mcts,rule,first,1,0,0,0,1,48,0.960000,0,1,1,0,0,0,1,2,49,1,97,True
mcts,rule,23,rule,mcts,second,1,0,0,0,1,49,0.980000,0,0,0,0,1,0,0,1,50,1,97,True
mcts,rule,24,mcts,rule,first,15,2,0,6,9,23,0.460000,9,7,5,2,4,20,14,10,32,9,46,True
mcts,rule,24,rule,mcts,second,35,6,0,18,17,23,0.460000,9,4,4,6,4,19,13,13,35,8,46,True
mcts,rule,25,mcts,rule,first,47,8,1,24,23,0,0.000000,11,12,10,8,9,42,26,27,14,15,0,False
mcts,rule,25,rule,mcts,second,65,11,0,33,32,0,0.000000,15,11,6,11,7,45,27,25,14,13,0,False
mcts,rule,26,mcts,rule,first,22,5,1,15,7,20,0.400000,5,8,8,5,4,25,15,17,32,5,40,True
mcts,rule,26,rule,mcts,second,41,5,1,15,26,20,0.400000,9,5,4,5,7,24,13,15,32,8,40,True
mcts,rule,27,mcts,rule,first,45,8,0,24,21,0,0.000000,13,9,9,8,11,45,22,23,20,15,0,False
mcts,rule,27,rule,mcts,second,62,10,1,30,32,0,0.000000,13,13,9,10,5,43,27,22,18,12,0,False
mcts,rule,28,mcts,rule,first,48,8,2,24,24,0,0.000000,12,12,10,8,8,35,24,28,17,13,0,False
mcts,rule,28,rule,mcts,second,60,11,2,33,27,1,0.020000,14,11,7,11,6,37,25,27,17,12,0,False
mcts,rule,29,mcts,rule,first,53,10,3,30,23,0,0.000000,11,11,9,10,9,34,25,34,13,14,0,False
mcts,rule,29,rule,mcts,second,55,9,1,27,28,0,0.000000,16,10,9,9,6,34,24,34,14,15,0,False
minimax,expectimax,0,minimax,expectimax,first,52,9,1,27,25,0,0.000000,12,14,8,9,7,23,24,50,11,13,0,False
minimax,expectimax,0,expectimax,minimax,second,47,9,3,27,20,0,0.000000,18,9,6,9,8,27,20,49,14,14,0,False
minimax,expectimax,1,minimax,expectimax,first,61,13,4,39,22,0,0.000000,12,11,8,13,6,22,20,44,15,16,0,False
minimax,expectimax,1,expectimax,minimax,second,37,6,2,18,19,0,0.000000,18,11,6,6,9,27,21,45,8,17,0,False
minimax,expectimax,2,minimax,expectimax,first,65,10,0,30,35,0,0.000000,15,11,5,10,9,33,17,39,12,12,0,False
minimax,expectimax,2,expectimax,minimax,second,40,9,0,27,13,0,0.000000,13,12,10,9,6,30,17,40,12,8,0,False
minimax,expectimax,3,minimax,expectimax,first,67,15,0,45,22,0,0.000000,11,12,6,15,6,27,23,41,16,10,0,False
minimax,expectimax,3,expectimax,minimax,second,36,4,1,12,24,0,0.000000,19,11,6,4,10,30,24,43,6,10,0,False
minimax,expectimax,4,minimax,expectimax,first,35,7,1,21,14,0,0.000000,13,16,6,7,8,20,23,47,8,12,0,False
minimax,expectimax,4,expectimax,minimax,second,66,12,1,36,30,0,0.000000,16,8,6,12,8,23,21,46,12,13,0,False
minimax,expectimax,5,minimax,expectimax,first,59,8,1,24,35,0,0.000000,14,13,6,8,9,26,27,29,12,13,0,False
minimax,expectimax,5,expectimax,minimax,second,29,7,1,21,8,0,0.000000,18,7,11,7,7,31,24,31,13,9,0,False
minimax,expectimax,6,minimax,expectimax,first,21,3,0,9,12,32,0.640000,6,3,4,3,2,14,11,10,37,3,64,True
minimax,expectimax,6,expectimax,minimax,second,10,2,0,6,4,32,0.640000,5,5,2,2,4,13,11,9,37,4,64,True
minimax,expectimax,7,minimax,expectimax,first,64,15,1,45,19,0,0.000000,12,12,3,15,8,26,31,32,16,11,0,False
minimax,expectimax,7,expectimax,minimax,second,45,5,0,15,30,0,0.000000,14,8,15,5,8,26,32,35,8,11,0,False
minimax,expectimax,8,minimax,expectimax,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
minimax,expectimax,8,expectimax,minimax,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
minimax,expectimax,9,minimax,expectimax,first,38,7,2,21,17,0,0.000000,15,12,9,7,7,35,27,41,8,7,0,False
minimax,expectimax,9,expectimax,minimax,second,60,11,1,33,27,0,0.000000,14,12,5,11,8,29,28,43,13,8,0,False
minimax,expectimax,10,minimax,expectimax,first,38,11,2,33,5,0,0.000000,16,12,6,11,5,29,30,37,12,9,0,False
minimax,expectimax,10,expectimax,minimax,second,57,7,1,21,36,0,0.000000,14,11,8,7,10,30,31,40,8,15,0,False
minimax,expectimax,11,minimax,expectimax,first,52,9,0,27,25,0,0.000000,13,12,8,9,8,25,18,33,12,10,0,False
minimax,expectimax,11,expectimax,minimax,second,50,10,1,30,20,0,0.000000,16,11,6,10,7,29,18,35,10,9,0,False
minimax,expectimax,12,minimax,expectimax,first,2,0,0,0,2,46,0.920000,2,1,1,0,0,2,1,1,50,0,93,True
minimax,expectimax,12,expectimax,minimax,second,0,0,0,0,0,47,0.940000,3,0,0,0,0,3,0,0,50,0,93,True
minimax,expectimax,13,minimax,expectimax,first,61,10,1,30,31,0,0.000000,13,8,8,10,11,32,21,42,15,12,0,False
minimax,expectimax,13,expectimax,minimax,second,39,8,2,24,15,0,0.000000,17,13,7,8,5,32,22,42,11,9,0,False
minimax,expectimax,14,minimax,expectimax,first,16,2,0,6,10,35,0.700000,4,3,4,2,2,7,4,15,39,6,70,True
minimax,expectimax,14,expectimax,minimax,second,13,4,0,12,1,35,0.700000,4,4,1,4,2,9,5,13,41,4,70,True
minimax,expectimax,15,minimax,expectimax,first,44,10,2,30,14,0,0.000000,13,10,8,10,9,28,20,41,12,13,0,False
minimax,expectimax,15,expectimax,minimax,second,55,9,0,27,28,0,0.000000,16,12,8,9,5,30,25,41,11,11,0,False
minimax,expectimax,16,minimax,expectimax,first,52,10,0,30,22,0,0.000000,14,14,6,10,6,28,20,47,11,9,0,False
minimax,expectimax,16,expectimax,minimax,second,49,8,3,24,25,0,0.000000,16,8,9,8,9,31,21,46,10,14,0,False
minimax,expectimax,17,minimax,expectimax,first,39,7,1,21,18,0,0.000000,15,14,9,7,5,26,22,40,8,9,0,False
minimax,expectimax,17,expectimax,minimax,second,56,11,1,33,23,0,0.000000,16,8,5,11,10,25,22,39,12,11,0,False
minimax,expectimax,18,minimax,expectimax,first,54,7,2,21,33,0,0.000000,12,14,7,7,10,24,27,43,9,13,0,False
minimax,expectimax,18,expectimax,minimax,second,52,12,0,36,16,0,0.000000,18,7,7,12,6,30,23,39,14,8,0,False
minimax,expectimax,19,minimax,expectimax,first,55,11,3,33,22,0,0.000000,11,13,6,11,9,23,16,39,16,12,0,False
minimax,expectimax,19,expectimax,minimax,second,44,8,2,24,20,0,0.000000,18,9,8,8,7,29,13,42,11,8,0,False
minimax,expectimax,20,minimax,expectimax,first,61,11,0,33,28,0,0.000000,14,12,7,11,6,27,28,39,12,6,0,False
minimax,expectimax,20,expectimax,minimax,second,40,8,0,24,16,0,0.000000,16,9,8,8,9,32,28,38,9,10,0,False
minimax,expectimax,21,minimax,expectimax,first,33,4,0,12,21,0,0.000000,13,12,11,4,10,25,27,41,7,11,0,False
minimax,expectimax,21,expectimax,minimax,second,66,15,3,45,21,0,0.000000,17,10,4,15,4,26,24,41,17,4,0,False
minimax,expectimax,22,minimax,expectimax,first,45,11,2,33,12,0,0.000000,16,13,4,11,6,31,29,31,13,9,0,False
minimax,expectimax,22,expectimax,minimax,second,53,8,0,24,29,0,0.000000,14,9,10,8,9,32,29,33,10,12,0,False
minimax,expectimax,23,minimax,expectimax,first,45,11,1,33,12,0,0.000000,14,13,7,11,5,27,28,42,12,7,0,False
minimax,expectimax,23,expectimax,minimax,second,53,7,0,21,32,0,0.000000,16,10,6,7,11,26,24,42,12,12,0,False
minimax,expectimax,24,minimax,expectimax,first,44,8,0,24,20,0,0.000000,11,11,13,8,7,26,31,41,9,9,0,False
minimax,expectimax,24,expectimax,minimax,second,59,11,0,33,26,0,0.000000,19,8,4,11,8,30,27,40,11,11,0,False
minimax,expectimax,25,minimax,expectimax,first,48,7,0,21,27,0,0.000000,11,11,10,7,11,35,28,36,9,12,0,False
minimax,expectimax,25,expectimax,minimax,second,48,10,0,30,18,0,0.000000,16,12,7,10,5,33,28,35,10,5,0,False
minimax,expectimax,26,minimax,expectimax,first,59,13,2,39,20,0,0.000000,14,11,5,13,7,35,18,38,14,15,0,False
minimax,expectimax,26,expectimax,minimax,second,39,6,0,18,21,0,0.000000,14,10,11,6,9,34,20,39,9,17,0,False
minimax,expectimax,27,minimax,expectimax,first,15,3,0,9,6,12,0.240000,13,10,7,3,5,28,21,22,21,8,24,True
minimax,expectimax,27,expectimax,minimax,second,57,9,1,27,30,12,0.240000,10,8,4,9,7,27,22,20,25,9,24,True
minimax,expectimax,28,minimax,expectimax,first,53,10,2,30,23,0,0.000000,17,9,6,10,8,26,24,39,13,13,0,False
minimax,expectimax,28,expectimax,minimax,second,50,10,3,30,20,0,0.000000,12,13,10,10,5,22,25,41,11,11,0,False
minimax,expectimax,29,minimax,expectimax,first,66,15,7,45,21,0,0.000000,13,10,5,15,7,35,19,40,16,8,0,False
minimax,expectimax,29,expectimax,minimax,second,36,4,0,12,24,0,0.000000,16,14,9,4,7,35,25,40,11,9,0,False
minimax,greedy,0,minimax,greedy,first,47,7,2,21,26,0,0.000000,14,11,12,7,6,35,31,31,7,7,0,False
minimax,greedy,0,greedy,minimax,second,55,13,0,39,16,0,0.000000,13,10,5,13,9,35,26,29,13,9,0,False
minimax,greedy,1,minimax,greedy,first,75,13,1,39,36,0,0.000000,14,10,8,13,5,38,15,25,17,10,0,False
minimax,greedy,1,greedy,minimax,second,29,7,0,21,8,0,0.000000,10,12,11,7,10,39,18,27,14,11,0,False
minimax,greedy,2,minimax,greedy,first,70,10,0,30,40,0,0.000000,15,9,6,10,10,29,26,39,12,11,0,False
minimax,greedy,2,greedy,minimax,second,37,10,0,30,7,0,0.000000,12,12,10,10,6,26,24,41,12,7,0,False
minimax,greedy,3,minimax,greedy,first,72,15,0,45,27,0,0.000000,14,8,7,15,6,29,23,42,16,9,0,False
minimax,greedy,3,greedy,minimax,second,28,4,0,12,16,0,0.000000,15,14,8,4,9,27,22,44,6,9,0,False
minimax,greedy,4,minimax,greedy,first,48,5,0,15,33,0,0.000000,20,11,8,5,6,38,26,36,8,7,0,False
minimax,greedy,4,greedy,minimax,second,53,15,2,45,8,0,0.000000,7,10,9,15,9,36,26,34,15,9,0,False
minimax,greedy,5,minimax,greedy,first,69,12,2,36,33,0,0.000000,16,9,6,12,7,44,14,24,12,9,0,False
minimax,greedy,5,greedy,minimax,second,30,7,1,21,9,0,0.000000,10,12,12,7,9,44,13,26,9,9,0,False
minimax,greedy,6,minimax,greedy,first,58,8,0,24,34,0,0.000000,21,9,6,8,6,35,21,38,9,8,0,False
minimax,greedy,6,greedy,minimax,second,32,9,1,27,5,0,0.000000,10,13,9,9,9,33,24,37,10,10,0,False
minimax,greedy,7,minimax,greedy,first,70,11,1,33,37,0,0.000000,19,6,8,11,6,39,22,37,12,7,0,False
minimax,greedy,7,greedy,minimax,second,33,8,0,24,9,0,0.000000,7,16,9,8,10,35,27,36,9,11,0,False
minimax,greedy,8,minimax,greedy,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
minimax,greedy,8,greedy,minimax,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
minimax,greedy,9,minimax,greedy,first,51,7,2,21,30,0,0.000000,20,9,10,7,4,34,18,43,8,5,0,False
minimax,greedy,9,greedy,minimax,second,47,11,1,33,14,0,0.000000,11,11,5,11,12,30,18,43,13,13,0,False
minimax,greedy,10,minimax,greedy,first,74,12,1,36,38,0,0.000000,18,11,4,12,5,28,13,40,12,11,0,False
minimax,greedy,10,greedy,minimax,second,20,6,0,18,2,0,0.000000,14,12,8,6,10,28,13,41,7,13,0,False
minimax,greedy,11,minimax,greedy,first,71,10,1,30,41,0,0.000000,17,12,5,10,6,33,20,32,10,7,0,False
minimax,greedy,11,greedy,minimax,second,29,9,0,27,2,0,0.000000,12,10,10,9,9,35,20,33,9,9,0,False
minimax,greedy,12,minimax,greedy,first,77,13,3,39,38,0,0.000000,15,7,9,13,6,34,22,32,15,8,0,False
minimax,greedy,12,greedy,minimax,second,28,7,1,21,7,0,0.000000,13,15,5,7,10,33,22,32,11,12,0,False
minimax,greedy,13,minimax,greedy,first,69,9,0,27,42,0,0.000000,19,7,6,9,9,36,11,37,11,10,0,False
minimax,greedy,13,greedy,minimax,second,32,10,0,30,2,0,0.000000,8,14,12,10,6,31,19,36,11,8,0,False
minimax,greedy,14,minimax,greedy,first,73,12,0,36,37,0,0.000000,17,10,5,12,6,34,21,37,12,15,0,False
minimax,greedy,14,greedy,minimax,second,29,8,0,24,5,0,0.000000,10,13,9,8,10,35,24,38,11,14,0,False
minimax,greedy,15,minimax,greedy,first,62,11,2,33,29,0,0.000000,16,6,10,11,7,37,19,36,14,9,0,False
minimax,greedy,15,greedy,minimax,second,34,9,1,27,7,0,0.000000,9,17,7,9,8,34,26,36,12,9,0,False
minimax,greedy,16,minimax,greedy,first,59,9,0,27,32,0,0.000000,18,13,4,9,6,33,15,44,9,6,0,False
minimax,greedy,16,greedy,minimax,second,41,9,0,27,14,0,0.000000,11,9,11,9,10,35,14,44,9,11,0,False
minimax,greedy,17,minimax,greedy,first,56,9,0,27,29,0,0.000000,23,5,7,9,6,35,14,34,12,10,0,False
minimax,greedy,17,greedy,minimax,second,45,9,0,27,18,0,0.000000,7,16,9,9,9,32,21,34,15,11,0,False
minimax,greedy,18,minimax,greedy,first,57,8,2,24,33,0,0.000000,16,10,6,8,10,32,26,34,9,11,0,False
minimax,greedy,18,greedy,minimax,second,41,11,0,33,8,0,0.000000,10,11,12,11,6,31,28,38,13,7,0,False
minimax,greedy,19,minimax,greedy,first,66,13,3,39,27,0,0.000000,16,9,4,13,8,43,17,29,16,11,0,False
minimax,greedy,19,greedy,minimax,second,23,4,0,12,11,0,0.000000,12,14,12,4,8,43,19,33,9,10,0,False
minimax,greedy,20,minimax,greedy,first,77,12,0,36,41,0,0.000000,15,8,8,12,7,37,23,35,13,8,0,False
minimax,greedy,20,greedy,minimax,second,23,6,0,18,5,0,0.000000,10,14,11,6,9,38,24,39,8,9,0,False
minimax,greedy,21,minimax,greedy,first,56,10,1,30,26,0,0.000000,12,11,9,10,8,31,27,26,12,14,0,False
minimax,greedy,21,greedy,minimax,second,43,10,1,30,13,0,0.000000,13,13,7,10,7,35,25,27,14,11,0,False
minimax,greedy,22,minimax,greedy,first,77,12,2,36,41,0,0.000000,13,13,4,12,8,23,24,45,12,12,0,False
minimax,greedy,22,greedy,minimax,second,26,8,0,24,2,0,0.000000,15,9,11,8,7,22,23,47,11,10,0,False
minimax,greedy,23,minimax,greedy,first,46,7,0,21,25,0,0.000000,19,11,7,7,6,35,22,37,8,8,0,False
minimax,greedy,23,greedy,minimax,second,56,12,1,36,20,0,0.000000,10,10,8,12,10,30,21,38,14,11,0,False
minimax,greedy,24,minimax,greedy,first,64,9,1,27,37,0,0.000000,18,12,6,9,5,34,23,35,9,9,0,False
minimax,greedy,24,greedy,minimax,second,37,10,0,30,7,0,0.000000,11,9,9,10,11,34,18,36,10,12,0,False
minimax,greedy,25,minimax,greedy,first,59,9,0,27,32,0,0.000000,16,8,6,9,11,36,22,33,10,12,0,False
minimax,greedy,25,greedy,minimax,second,38,9,0,27,11,0,0.000000,12,14,10,9,5,32,23,34,9,5,0,False
minimax,greedy,26,minimax,greedy,first,63,9,1,27,36,0,0.000000,18,9,6,9,8,33,19,40,12,11,0,False
minimax,greedy,26,greedy,minimax,second,39,11,1,33,6,0,0.000000,10,12,9,11,8,25,25,38,15,13,0,False
minimax,greedy,27,minimax,greedy,first,66,11,0,33,33,0,0.000000,18,8,7,11,6,46,22,28,14,11,0,False
minimax,greedy,27,greedy,minimax,second,32,8,0,24,8,0,0.000000,8,15,11,8,8,46,25,27,11,15,0,False
minimax,greedy,28,minimax,greedy,first,86,14,1,42,44,0,0.000000,11,8,10,14,7,26,19,37,18,13,0,False
minimax,greedy,28,greedy,minimax,second,16,5,3,15,1,0,0.000000,16,14,6,5,9,32,18,37,8,13,0,False
minimax,greedy,29,minimax,greedy,first,71,15,4,45,26,0,0.000000,18,9,3,15,5,34,25,29,16,8,0,False
minimax,greedy,29,greedy,minimax,second,26,4,0,12,14,0,0.000000,13,11,11,4,11,35,22,31,11,13,0,False
minimax,mcts,0,minimax,mcts,first,54,10,2,30,24,0,0.000000,17,8,7,10,8,43,25,26,11,15,0,False
minimax,mcts,0,mcts,minimax,second,55,10,2,30,25,0,0.000000,11,14,9,10,6,42,27,28,12,12,0,False
minimax,mcts,1,minimax,mcts,first,50,11,1,33,17,0,0.000000,17,9,7,11,6,43,26,17,18,15,0,False
minimax,mcts,1,mcts,minimax,second,58,8,0,24,34,0,0.000000,10,14,9,8,9,43,30,17,13,17,0,False
minimax,mcts,2,minimax,mcts,first,69,15,6,45,24,0,0.000000,13,10,7,15,5,33,25,19,29,14,0,False
minimax,mcts,2,mcts,minimax,second,29,4,1,12,17,1,0.020000,16,10,10,4,9,33,22,20,23,17,0,False
minimax,mcts,3,minimax,mcts,first,68,12,2,36,32,0,0.000000,15,12,4,12,7,40,26,25,15,13,0,False
minimax,mcts,3,mcts,minimax,second,40,7,0,21,19,0,0.000000,13,11,12,7,7,38,26,27,10,11,0,False
minimax,mcts,4,minimax,mcts,first,57,9,2,27,30,0,0.000000,16,11,7,9,7,38,23,25,15,14,0,False
minimax,mcts,4,mcts,minimax,second,49,9,1,27,22,0,0.000000,12,11,10,9,8,38,20,24,19,15,0,False
minimax,mcts,5,minimax,mcts,first,53,11,4,33,20,0,0.000000,17,13,3,11,6,30,23,28,15,15,0,False
minimax,mcts,5,mcts,minimax,second,55,8,1,24,31,0,0.000000,11,9,14,8,8,33,20,29,16,14,0,False
minimax,mcts,6,minimax,mcts,first,48,8,2,24,24,10,0.200000,12,9,7,8,4,26,19,25,24,10,21,True
minimax,mcts,6,mcts,minimax,second,29,5,0,15,14,12,0.240000,11,9,6,5,7,25,14,25,24,12,21,True
minimax,mcts,7,minimax,mcts,first,41,9,2,27,14,0,0.000000,18,12,5,9,6,36,24,30,12,13,0,False
minimax,mcts,7,mcts,minimax,second,67,10,1,30,37,0,0.000000,11,9,11,10,9,33,20,30,16,16,0,False
minimax,mcts,8,minimax,mcts,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
minimax,mcts,8,mcts,minimax,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
minimax,mcts,9,minimax,mcts,first,37,9,5,27,10,17,0.340000,7,10,1,9,6,26,16,11,29,11,34,True
minimax,mcts,9,mcts,minimax,second,17,2,0,6,11,17,0.340000,12,3,10,2,6,25,12,15,28,11,34,True
minimax,mcts,10,minimax,mcts,first,4,1,1,3,1,46,0.920000,2,1,0,1,0,2,2,0,48,4,92,True
minimax,mcts,10,mcts,minimax,second,0,0,0,0,0,46,0.920000,1,2,0,0,1,2,2,0,48,4,92,True
minimax,mcts,11,minimax,mcts,first,43,10,2,30,13,10,0.200000,12,10,3,10,5,28,20,12,25,13,21,True
minimax,mcts,11,mcts,minimax,second,33,3,0,9,24,11,0.220000,11,8,10,3,7,29,19,17,22,16,21,True
minimax,mcts,12,minimax,mcts,first,2,0,0,0,2,46,0.920000,2,1,1,0,0,2,1,1,50,0,93,True
minimax,mcts,12,mcts,minimax,second,0,0,0,0,0,47,0.940000,3,0,0,0,0,3,0,0,50,0,93,True
minimax,mcts,13,minimax,mcts,first,60,12,2,36,24,0,0.000000,14,11,6,12,7,38,22,32,17,12,0,False
minimax,mcts,13,mcts,minimax,second,43,8,0,24,19,0,0.000000,13,11,12,8,6,37,22,29,16,10,0,False
minimax,mcts,14,minimax,mcts,first,72,13,4,39,33,0,0.000000,15,8,5,13,9,37,19,31,15,18,0,False
minimax,mcts,14,mcts,minimax,second,40,7,0,21,19,0,0.000000,13,15,10,7,5,35,22,30,15,16,0,False
minimax,mcts,15,minimax,mcts,first,67,14,3,42,25,0,0.000000,17,10,3,14,6,41,26,24,19,13,0,False
minimax,mcts,15,mcts,minimax,second,40,5,0,15,25,0,0.000000,11,11,14,5,9,38,25,29,13,16,0,False
minimax,mcts,16,minimax,mcts,first,55,12,2,36,19,0,0.000000,21,9,1,12,7,38,15,28,14,17,0,False
minimax,mcts,16,mcts,minimax,second,50,7,1,21,29,0,0.000000,7,14,13,7,9,36,19,32,14,19,0,False
minimax,mcts,17,minimax,mcts,first,3,1,1,3,0,44,0.880000,2,0,3,1,0,2,0,3,50,2,89,True
minimax,mcts,17,mcts,minimax,second,8,1,0,3,5,45,0.900000,2,1,0,1,1,2,1,0,50,2,89,True
minimax,mcts,18,minimax,mcts,first,53,11,5,33,20,0,0.000000,19,10,3,11,7,40,32,24,13,18,0,False
minimax,mcts,18,mcts,minimax,second,49,7,0,21,28,0,0.000000,8,12,15,7,8,37,31,28,15,17,0,False
minimax,mcts,19,minimax,mcts,first,1,0,0,0,1,47,0.940000,2,0,1,0,0,2,0,1,50,0,94,True
minimax,mcts,19,mcts,minimax,second,0,0,0,0,0,47,0.940000,1,1,1,0,0,1,1,1,50,0,94,True
minimax,mcts,20,minimax,mcts,first,15,3,1,9,6,34,0.680000,4,6,1,3,2,7,9,11,44,4,68,True
minimax,mcts,20,mcts,minimax,second,11,1,0,3,8,34,0.680000,6,2,5,1,2,9,4,13,42,4,68,True
minimax,mcts,21,minimax,mcts,first,63,11,1,33,30,0,0.000000,14,10,8,11,7,32,25,25,22,13,0,False
minimax,mcts,21,mcts,minimax,second,42,7,1,21,21,0,0.000000,11,14,10,7,8,35,27,26,20,12,0,False
minimax,mcts,22,minimax,mcts,first,6,2,2,6,0,47,0.940000,0,1,0,2,0,0,1,3,2,48,94,True
minimax,mcts,22,mcts,minimax,second,0,0,0,0,0,47,0.940000,0,1,2,0,0,0,1,3,2,48,94,True
minimax,mcts,23,minimax,mcts,first,53,14,2,42,11,0,0.000000,17,11,5,14,3,38,20,21,18,14,0,False
minimax,mcts,23,mcts,minimax,second,51,6,0,18,33,0,0.000000,10,10,13,6,11,36,20,25,14,19,0,False
