mode,pair,game,agent,opponent,seat,outcome,score,margin,decision_time_seconds,decisions,turns,milliseconds_per_decision
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,random_mcts,0,random,mcts,first,0.0,7,-97,5.17e-05,22,25,0.00235
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,random_mcts,0,mcts,random,second,1.0,104,97,3.8735263,24,25,161.39692916666667
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,random_mcts,1,random,mcts,first,0.0,3,-87,7.47e-05,23,25,0.003247826086956522
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,random_mcts,1,mcts,random,second,1.0,90,87,4.0042044,23,25,174.09584347826086
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,random_mcts,2,random,mcts,first,0.0,16,-43,0.0001109,23,25,0.004821739130434782
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,random_mcts,2,mcts,random,second,1.0,59,43,3.5156311,23,25,152.8535260869565
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,random_rule,0,random,rule,first,0.0,0,-124,7.05e-05,25,25,0.0028200000000000005
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,random_rule,0,rule,random,second,1.0,124,124,0.1111157,25,25,4.444628
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,random_rule,1,random,rule,first,0.0,15,-100,8.07e-05,25,25,0.003228
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,random_rule,1,rule,random,second,1.0,115,100,0.0943073,25,25,3.7722919999999998
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,random_rule,2,random,rule,first,0.0,11,-100,8.21e-05,25,25,0.0032840000000000005
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,random_rule,2,rule,random,second,1.0,111,100,0.1085699,25,25,4.342796
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_expectimax_d2,0,rule,expectimax_d2,first,1.0,91,44,0.14536,25,25,5.814399999999999
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_expectimax_d2,0,expectimax_d2,rule,second,0.0,47,-44,4.5467705,25,25,181.87081999999998
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_expectimax_d2,1,rule,expectimax_d2,first,0.0,31,-84,0.0799041,25,25,3.196164
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_expectimax_d2,1,expectimax_d2,rule,second,1.0,115,84,3.9628061,25,25,158.51224399999998
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_expectimax_d2,2,rule,expectimax_d2,first,0.0,64,-10,0.1146571,25,25,4.586284
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_expectimax_d2,2,expectimax_d2,rule,second,1.0,74,10,3.9424498,25,25,157.697992
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_expectimax_d3,0,rule,expectimax_d3,first,0.0,65,-5,0.1400926,25,25,5.6037040000000005
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_expectimax_d3,0,expectimax_d3,rule,second,1.0,70,5,35.073965,25,25,1402.9586000000002
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_expectimax_d3,1,rule,expectimax_d3,first,0.0,28,-86,0.1015295,25,25,4.06118
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_expectimax_d3,1,expectimax_d3,rule,second,1.0,114,86,41.101164,25,25,1644.0465599999998
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_expectimax_d3,2,rule,expectimax_d3,first,1.0,81,28,0.1547653,25,25,6.190612
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_expectimax_d3,2,expectimax_d3,rule,second,0.0,53,-28,35.2319328,25,25,1409.2773120000002
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_greedy,0,rule,greedy,first,1.0,67,4,0.1276508,25,25,5.106032
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_greedy,0,greedy,rule,second,0.0,63,-4,0.5477857,25,25,21.911428
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_greedy,1,rule,greedy,first,1.0,74,2,0.1292994,25,25,5.171976000000001
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_greedy,1,greedy,rule,second,0.0,72,-2,0.4935565,25,25,19.74226
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_greedy,2,rule,greedy,first,0.0,60,-18,0.1076214,25,25,4.304856
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_greedy,2,greedy,rule,second,1.0,78,18,0.3493784,25,25,13.975136
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_mcts,0,rule,mcts,first,0.0,56,-3,0.1059125,24,25,4.413020833333333
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_mcts,0,mcts,rule,second,1.0,59,3,3.8552681,24,25,160.63617083333332
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_mcts,1,rule,mcts,first,1.0,68,2,0.0926115,25,25,3.7044599999999996
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_mcts,1,mcts,rule,second,0.0,66,-2,4.320186,25,25,172.80743999999999
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_mcts,2,rule,mcts,first,1.0,100,66,0.1245033,25,25,4.980132
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_mcts,2,mcts,rule,second,0.0,34,-66,4.3382306,25,25,173.529224
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_random,0,rule,random,first,1.0,127,123,0.200843,25,25,8.033719999999999
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_random,0,random,rule,second,0.0,4,-123,9.2e-05,25,25,0.00368
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_random,1,rule,random,first,1.0,119,115,0.1412392,25,25,5.649568
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_random,1,random,rule,second,0.0,4,-115,7.17e-05,25,25,0.002868
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_random,2,rule,random,first,1.0,112,105,0.1634968,25,25,6.539872
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,rule_random,2,random,rule,second,0.0,7,-105,7.74e-05,25,25,0.003096
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_expectimax_d3,0,expectimax_d2,expectimax_d3,first,1.0,12,12,0.4845011,3,3,161.50036666666668
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_expectimax_d3,0,expectimax_d3,expectimax_d2,second,0.0,0,-12,2.3290156,2,2,1164.5078
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_expectimax_d3,1,expectimax_d2,expectimax_d3,first,0.0,4,-8,0.1647505,3,3,54.91683333333333
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_expectimax_d3,1,expectimax_d3,expectimax_d2,second,1.0,12,8,1.7044707,3,3,568.1569
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_expectimax_d3,2,expectimax_d2,expectimax_d3,first,1.0,15,8,0.5285903,5,5,105.71806
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_expectimax_d3,2,expectimax_d3,expectimax_d2,second,0.0,7,-8,3.148468,4,4,787.117
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_greedy,0,expectimax_d2,greedy,first,1.0,12,12,0.4860714,3,3,162.0238
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_greedy,0,greedy,expectimax_d2,second,0.0,0,-12,0.0545517,2,2,27.275850000000002
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_greedy,1,expectimax_d2,greedy,first,0.0,4,-8,0.1660477,3,3,55.34923333333333
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_greedy,1,greedy,expectimax_d2,second,1.0,12,8,0.010429,3,3,3.4763333333333333
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_greedy,2,expectimax_d2,greedy,first,1.0,10,6,0.8441957,6,6,140.69928333333334
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_greedy,2,greedy,expectimax_d2,second,0.0,4,-6,0.0573933,5,5,11.478660000000001
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_mcts,0,expectimax_d2,mcts,first,1.0,12,12,0.4826261,3,3,160.87536666666668
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_mcts,0,mcts,expectimax_d2,second,0.0,0,-12,0.2481503,2,2,124.07515
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_mcts,1,expectimax_d2,mcts,first,0.0,4,-7,0.1276424,2,2,63.8212
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_mcts,1,mcts,expectimax_d2,second,1.0,11,7,0.1698253,2,2,84.91265
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_mcts,2,expectimax_d2,mcts,first,0.0,4,-7,0.3932148,4,4,98.30369999999999
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_mcts,2,mcts,expectimax_d2,second,1.0,11,7,0.5104188,4,4,127.6047
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_random,0,expectimax_d2,random,first,1.0,12,12,0.5522113,3,3,184.0704333333333
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_random,0,random,expectimax_d2,second,0.0,0,-12,9.7e-06,2,2,0.00485
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_random,1,expectimax_d2,random,first,1.0,11,11,0.084509,2,2,42.2545
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_random,1,random,expectimax_d2,second,0.0,0,-11,6.1e-06,1,1,0.0061
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_random,2,expectimax_d2,random,first,1.0,14,14,0.4876983,5,5,97.53966
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_random,2,random,expectimax_d2,second,0.0,0,-14,1.42e-05,4,4,0.0035499999999999998
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_rule,0,expectimax_d2,rule,first,1.0,12,12,0.6139529,3,3,204.65096666666668
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_rule,0,rule,expectimax_d2,second,0.0,0,-12,0.0143615,2,2,7.18075
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_rule,1,expectimax_d2,rule,first,0.0,4,-8,0.1632776,3,3,54.42586666666667
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_rule,1,rule,expectimax_d2,second,1.0,12,8,0.0045723,3,3,1.5240999999999998
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_rule,2,expectimax_d2,rule,first,1.0,12,5,0.6725772,5,5,134.51543999999998
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d2_rule,2,rule,expectimax_d2,second,0.0,7,-5,0.0121684,4,4,3.0421
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_expectimax_d2,0,expectimax_d3,expectimax_d2,first,1.0,12,12,3.1577482,3,3,1052.5827333333334
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_expectimax_d2,0,expectimax_d2,expectimax_d3,second,0.0,0,-12,0.4268849,2,2,213.44245
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_expectimax_d2,1,expectimax_d3,expectimax_d2,first,0.0,8,-4,2.5572679,4,5,639.316975
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_expectimax_d2,1,expectimax_d2,expectimax_d3,second,1.0,12,4,0.2385523,4,5,59.638075
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_expectimax_d2,2,expectimax_d3,expectimax_d2,first,0.0,7,-5,3.1879834,4,4,796.9958499999999
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_expectimax_d2,2,expectimax_d2,expectimax_d3,second,1.0,12,5,0.3658909,4,4,91.47272500000001
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_greedy,0,expectimax_d3,greedy,first,1.0,12,12,3.2684526,3,3,1089.4841999999999
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_greedy,0,greedy,expectimax_d3,second,0.0,0,-12,0.0525129,2,2,26.25645
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_greedy,1,expectimax_d3,greedy,first,0.0,8,-4,2.813931,4,5,703.48275
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_greedy,1,greedy,expectimax_d3,second,1.0,12,4,0.0276518,4,5,6.91295
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_greedy,2,expectimax_d3,greedy,first,0.0,7,-5,3.2413836,4,4,810.3458999999999
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_greedy,2,greedy,expectimax_d3,second,1.0,12,5,0.0608379,4,4,15.209475
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_mcts,0,expectimax_d3,mcts,first,1.0,12,12,3.2531285,3,3,1084.3761666666667
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_mcts,0,mcts,expectimax_d3,second,0.0,0,-12,0.2469513,2,2,123.47565
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_mcts,1,expectimax_d3,mcts,first,1.0,10,2,2.7854087,4,4,696.352175
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_mcts,1,mcts,expectimax_d3,second,0.0,8,-2,0.3714801,3,3,123.8267
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_mcts,2,expectimax_d3,mcts,first,1.0,10,2,3.3866527,5,5,677.33054
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_mcts,2,mcts,expectimax_d3,second,0.0,8,-2,0.5034058,4,4,125.85145
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_random,0,expectimax_d3,random,first,1.0,12,12,3.3161975,3,3,1105.3991666666666
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_random,0,random,expectimax_d3,second,0.0,0,-12,8.1e-06,2,2,0.00405
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_random,1,expectimax_d3,random,first,1.0,13,13,4.3323817,5,5,866.4763399999999
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_random,1,random,expectimax_d3,second,0.0,0,-13,1.46e-05,4,4,0.00365
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_random,2,expectimax_d3,random,first,1.0,12,12,3.9005379,4,4,975.134475
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_random,2,random,expectimax_d3,second,0.0,0,-12,1.14e-05,3,3,0.0037999999999999996
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_rule,0,expectimax_d3,rule,first,1.0,12,12,3.9091527,3,3,1303.0509
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_rule,0,rule,expectimax_d3,second,0.0,0,-12,0.0126969,2,2,6.348450000000001
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_rule,1,expectimax_d3,rule,first,0.0,8,-4,2.5720055,4,5,643.0013749999999
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_rule,1,rule,expectimax_d3,second,1.0,12,4,0.0121714,4,5,3.04285
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_rule,2,expectimax_d3,rule,first,0.0,8,-3,4.2057258,4,4,1051.43145
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,expectimax_d3_rule,2,rule,expectimax_d3,second,1.0,11,3,0.0107427,4,4,2.6856750000000003
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_expectimax_d2,0,greedy,expectimax_d2,first,1.0,12,12,0.0625871,3,3,20.86236666666667
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_expectimax_d2,0,expectimax_d2,greedy,second,0.0,0,-12,0.4172686,2,2,208.6343
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_expectimax_d2,1,greedy,expectimax_d2,first,0.0,4,-7,0.0121117,2,2,6.0558499999999995
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_expectimax_d2,1,expectimax_d2,greedy,second,1.0,11,7,0.1888731,2,2,94.43655
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_expectimax_d2,2,greedy,expectimax_d2,first,1.0,10,6,0.0686845,6,6,11.447416666666667
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_expectimax_d2,2,expectimax_d2,greedy,second,0.0,4,-6,0.6450283,5,5,129.00565999999998
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_expectimax_d3,0,greedy,expectimax_d3,first,1.0,12,12,0.0617009,3,3,20.56696666666667
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_expectimax_d3,0,expectimax_d3,greedy,second,0.0,0,-12,2.3251341,2,2,1162.56705
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_expectimax_d3,1,greedy,expectimax_d3,first,0.0,4,-7,0.0111681,2,2,5.58405
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_expectimax_d3,1,expectimax_d3,greedy,second,1.0,11,7,1.4134452,2,2,706.7225999999999
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_expectimax_d3,2,greedy,expectimax_d3,first,1.0,15,8,0.0588115,5,5,11.7623
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_expectimax_d3,2,expectimax_d3,greedy,second,0.0,7,-8,3.1178283,4,4,779.457075
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_mcts,0,greedy,mcts,first,1.0,12,12,0.0628254,3,3,20.9418
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_mcts,0,mcts,greedy,second,0.0,0,-12,0.2490584,2,2,124.5292
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_mcts,1,greedy,mcts,first,0.0,4,-7,0.0119972,2,2,5.9986
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_mcts,1,mcts,greedy,second,1.0,11,7,0.1616248,2,2,80.81240000000001
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_mcts,2,greedy,mcts,first,0.0,7,-4,0.0519509,5,5,10.39018
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_mcts,2,mcts,greedy,second,1.0,11,4,0.5732548,5,5,114.65095999999998
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_random,0,greedy,random,first,1.0,12,12,0.0634645,3,3,21.154833333333332
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_random,0,random,greedy,second,0.0,0,-12,8.6e-06,2,2,0.0043
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_random,1,greedy,random,first,1.0,11,11,0.0069785,2,2,3.48925
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_random,1,random,greedy,second,0.0,0,-11,3.7e-06,1,1,0.0037
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_random,2,greedy,random,first,1.0,14,14,0.0384705,5,5,7.694100000000001
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_random,2,random,greedy,second,0.0,0,-14,1.32e-05,4,4,0.0033
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_rule,0,greedy,rule,first,1.0,12,12,0.0822473,3,3,27.415766666666666
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_rule,0,rule,greedy,second,0.0,0,-12,0.0127429,2,2,6.37145
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_rule,1,greedy,rule,first,0.0,4,-7,0.0111678,2,2,5.5839
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_rule,1,rule,greedy,second,1.0,11,7,0.0026581,2,2,1.32905
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_rule,2,greedy,rule,first,1.0,12,5,0.0574262,5,5,11.48524
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,greedy_rule,2,rule,greedy,second,0.0,7,-5,0.0120881,4,4,3.0220249999999997
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_expectimax_d2,0,mcts,expectimax_d2,first,1.0,12,12,0.3571358,3,3,119.04526666666668
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_expectimax_d2,0,expectimax_d2,mcts,second,0.0,0,-12,0.4169103,2,2,208.45515
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_expectimax_d2,1,mcts,expectimax_d2,first,0.0,4,-8,0.38494,3,3,128.31333333333333
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_expectimax_d2,1,expectimax_d2,mcts,second,1.0,12,8,0.244414,3,3,81.47133333333333
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_expectimax_d2,2,mcts,expectimax_d2,first,1.0,11,7,0.7827009,5,5,156.54018000000002
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_expectimax_d2,2,expectimax_d2,mcts,second,0.0,4,-7,0.7267567,4,4,181.689175
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_expectimax_d3,0,mcts,expectimax_d3,first,1.0,12,12,0.4740132,3,3,158.0044
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_expectimax_d3,0,expectimax_d3,mcts,second,0.0,0,-12,2.9363767,2,2,1468.18835
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_expectimax_d3,1,mcts,expectimax_d3,first,0.0,4,-8,0.3745974,3,3,124.86580000000002
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_expectimax_d3,1,expectimax_d3,mcts,second,1.0,12,8,1.8732997,3,3,624.4332333333333
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_expectimax_d3,2,mcts,expectimax_d3,first,0.0,8,-2,0.8387755,6,6,139.79591666666667
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_expectimax_d3,2,expectimax_d3,mcts,second,1.0,10,2,5.4479295,6,6,907.98825
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_greedy,0,mcts,greedy,first,1.0,12,12,0.3626586,3,3,120.88619999999999
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_greedy,0,greedy,mcts,second,0.0,0,-12,0.0529615,2,2,26.48075
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_greedy,1,mcts,greedy,first,0.0,4,-8,0.3288346,3,3,109.61153333333333
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_greedy,1,greedy,mcts,second,1.0,12,8,0.0097721,3,3,3.2573666666666665
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_greedy,2,mcts,greedy,first,1.0,11,7,0.6653013,5,5,133.06026
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_greedy,2,greedy,mcts,second,0.0,4,-7,0.0798375,4,4,19.959375
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_random,0,mcts,random,first,1.0,12,12,0.3781412,3,3,126.04706666666668
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_random,0,random,mcts,second,0.0,0,-12,6.7e-06,2,2,0.00335
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_random,1,mcts,random,first,1.0,11,11,0.1599225,2,2,79.96124999999999
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_random,1,random,mcts,second,0.0,0,-11,3e-06,1,1,0.003
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_random,2,mcts,random,first,1.0,12,12,0.6604849,5,5,132.09698
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_random,2,random,mcts,second,0.0,0,-12,1.25e-05,4,4,0.003125
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_rule,0,mcts,rule,first,1.0,12,12,0.4918138,3,3,163.93793333333335
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_rule,0,rule,mcts,second,0.0,0,-12,0.0180958,2,2,9.047899999999998
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_rule,1,mcts,rule,first,0.0,4,-8,0.4113261,3,3,137.1087
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_rule,1,rule,mcts,second,1.0,12,8,0.0080365,3,3,2.6788333333333334
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_rule,2,mcts,rule,first,0.0,4,-7,0.7249477,4,4,181.23692499999999
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,mcts_rule,2,rule,mcts,second,1.0,11,7,0.0128365,4,4,3.2091250000000002
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_expectimax_d2,0,random,expectimax_d2,first,0.0,0,-12,8.2e-06,3,3,0.002733333333333333
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_expectimax_d2,0,expectimax_d2,random,second,1.0,12,12,0.4177273,3,3,139.24243333333334
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_expectimax_d2,1,random,expectimax_d2,first,1.0,11,3,1.21e-05,5,5,0.00242
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_expectimax_d2,1,expectimax_d2,random,second,0.0,8,-3,0.296575,4,4,74.14375
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_expectimax_d2,2,random,expectimax_d2,first,0.0,0,-11,1.03e-05,4,4,0.002575
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_expectimax_d2,2,expectimax_d2,random,second,1.0,11,11,0.3826354,4,4,95.65885
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_expectimax_d3,0,random,expectimax_d3,first,0.0,0,-12,7.6e-06,3,3,0.002533333333333333
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_expectimax_d3,0,expectimax_d3,random,second,1.0,12,12,2.9634778,3,3,987.8259333333334
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_expectimax_d3,1,random,expectimax_d3,first,0.0,0,-11,7.6e-06,3,3,0.002533333333333333
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_expectimax_d3,1,expectimax_d3,random,second,1.0,11,11,1.9765297,3,3,658.8432333333334
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_expectimax_d3,2,random,expectimax_d3,first,0.0,0,-11,9.5e-06,4,4,0.002375
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_expectimax_d3,2,expectimax_d3,random,second,1.0,11,11,2.99247,4,4,748.1175
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_greedy,0,random,greedy,first,0.0,0,-12,1.07e-05,3,3,0.0035666666666666663
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_greedy,0,greedy,random,second,1.0,12,12,0.0467315,3,3,15.577166666666669
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_greedy,1,random,greedy,first,0.0,7,-5,1.03e-05,5,5,0.00206
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_greedy,1,greedy,random,second,1.0,12,5,0.0250475,5,5,5.0095
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,random_greedy,2,random,greedy,first,0.0,0,-11,9.3e-06,4,4,0.0023250000000000002
